image_name,x1,x2,y1,y2
JPEG_20161011_163049_1000951839162.png,164.5711,475.89386,150.78333,366.17798
JPEG_20161117_185714_1000710683582.png,180.2567,534.78394,166.63113,314.61728
JPEG_20161130_152547_1000951985749.png,173.11403,583.2979,123.63929,368.69086
JPEG_20161208_180645_1000228838877.png,51.753113,503.94116,89.948425,374.57953
JPEG_20161028_115228_1000768175676.png,56.35547,422.90884,19.07373,386.85995
JPEG_20160621_115706_1000438377463.png,50.125824,483.92804,117.73925,404.7958
147323496557220.png,50.08911,485.9442,118.75305,392.58246
1480962299073_R2A2486.png,101.08699,602.2412,120.24914,306.32733
JPEG_20160513_161529_1000492237814.png,38.33557,540.95276,158.39908,317.63654
JPEG_20160608_170951_1000543663668.png,45.86618,552.8248,143.57863,321.94366
1480950503293_R2A2117.png,42.802887,500.5384,84.18689,400.85034
JPEG_20160513_105913_1000783887544.png,26.128479,519.0599,74.92474,441.018
JPEG_20160627_110121_1000892338177.png,74.52385,587.6583,105.65402,324.3793
JPEG_20161130_161732_1000521112629.png,56.073364,553.7422,113.97954,354.61792
1472628655203w_peg_33_black_white_06.png,46.19409,603.3509,34.04753,426.64188
1474724035100DSC07928.png,39.612213,574.7013,90.45964,372.56055
1478948343994eMazingShawls3504.png,70.650925,496.50128,101.300995,394.8628
JPEG_20160527_155940_1000132163517.png,80.99365,593.7811,60.90329,345.56677
JPEG_20161130_182414_1000368542218.png,98.86224,598.90015,90.964676,361.0821
1475057260196DSC02318.png,26.858185,599.80536,16.40123,467.73615
1468825591253JPEG_20160709_133648_1000644926214.png,220.15741,391.3639,104.37077,407.32034
JPEG_20161124_162124_1000402091920.png,171.9552,426.80444,108.47627,321.22815
1470727186876DSC_0033.png,85.35971,592.6282,98.760574,409.41644
1480972280895IMG_3540.png,39.995514,593.8876,29.26294,458.635
1475059894676DSC02408.png,89.142914,579.2887,82.33568,417.73163
1477720898726JPEG_20161025_124436_1000716443177.png,205.73526,429.75543,12.396164,461.82513
JPEG_20160526_170617_1000933339568.png,42.099976,599.77057,92.81555,387.78772
JPEG_20161125_202134_1000687750117.png,58.47049,607.7266,21.674133,445.96793
1475152491002DSC00720.png,260.1685,427.99982,75.403564,431.66324
1473660682142DeeplearnS11986.png,23.681793,590.46765,82.44641,377.0735
1475064313641DSC00251.png,66.93303,579.06494,55.444626,448.5375
1474722975745DSC07865.png,34.713043,597.0603,22.24617,431.73395
JPEG_20161130_162947_1000399576239.png,214.58978,425.58817,30.399414,428.16705
JPEG_20161125_195025_1000406118935.png,264.13348,389.93982,27.765274,453.4378
JPEG_20160702_133522_1000321760040.png,63.77588,593.2318,45.427628,459.8894
JPEG_20161125_184750_10004321181.png,115.419556,501.65668,14.66037,462.80328
1473747646802IMG_0541.png,264.5062,394.27057,20.100449,457.69833
1471420755405IMG_20160810_210501.png,248.44936,405.76797,24.359741,451.00732
1473486792967DeeplearnS11946.png,250.0974,430.2581,62.350296,408.65936
147185176047620160818_111133.png,181.63855,444.1714,48.3049,436.28766
JPEG_20161123_200623_1000493348929.png,35.46295,608.9236,93.77496,394.92682
JPEG_20161129_181056_1000695959432.png,60.878693,584.4617,70.559525,436.41333
1475152070565DSC00541.png,13.197601,633.5292,18.84729,463.36823
JPEG_20160621_142109_1000303543286.png,251.07556,396.13196,30.62793,450.1164
148053613939520161126_210633.png,67.65599,623.5652,23.033432,472.78168
1468654660269JPEG_20160712_101147_1000411368715.png,104.65396,537.03625,80.908295,376.41895
1480337470501_R2A4023.png,4.32901,601.42163,51.44876,430.60425
JPEG_20160625_161318_100047170583.png,215.15982,420.65588,56.588013,450.56604
JPEG_20161126_183051_1000840864758.png,191.94627,409.0461,119.63709,397.59976
1473750736050IMG_1036.png,62.05478,531.07416,39.02597,418.37195
1472040785868w_peg_33_blue_glow_01_1.png,43.730133,577.61743,21.727661,420.81564
JPEG_20161123_124248_10005975408.png,124.952286,497.95068,119.86601,352.1603
1480513981529IMG_0474.png,249.98676,418.1107,53.188354,445.08505
1474716243429DSC07743.png,145.68088,553.9628,70.46248,384.09827
JPEG_20161208_155427_1000424041473.png,93.59769,561.3902,118.39715,392.31287
1474723890149DSC07721.png,92.96039,460.47675,74.10861,428.84833
JPEG_20160624_115752_1000758635004.png,93.70471,601.256,151.21964,305.29974
1472043020175zoom1-Copy.png,197.28284,439.78772,92.67445,431.41098
JPEG_20160820_112325_1000672178346.png,236.09149,522.09326,11.265488,462.68445
1480497232137IMG_20161129_190019.png,170.15894,453.56757,169.14163,300.20114
JPEG_20161116_174750_1000844440549.png,5.0689697,611.18854,3.2811584,448.0041
JPEG_20161202_173907_100046528739.png,39.16577,583.7832,157.48508,298.80734
147771784192920161028_161124.png,113.75481,593.65173,150.50601,381.01562
JPEG_20160820_114320_1000596635968.png,40.590088,565.28455,182.95203,313.2418
JPEG_20160820_114506_1000846487807.png,32.328705,577.8932,159.71402,304.37268
JPEG_20160623_153734_1000768433879.png,99.07057,603.1703,133.68625,386.28577
1473840680302DSC_6006.png,89.885635,540.6845,133.13004,282.86243
1480502679686IMG_20161129_193803.png,62.387695,551.75775,145.70612,286.53137
147771815284220161028_154712.png,94.64073,613.1918,95.264725,363.5142
JPEG_20160530_153021_1000177989469.png,35.41516,598.0567,165.05496,330.47543
JPEG_20161118_182012_1000802807301.png,85.37807,598.8202,116.693214,380.60083
JPEG_20160702_145830_1000348337519.png,49.687195,554.8095,185.05098,300.97116
JPEG_20160820_144826_100010183422.png,47.050385,567.2183,180.24272,319.11673
JPEG_20161028_131303_1000348780802.png,19.77118,598.4185,148.85733,301.53268
JPEG_20160924_161732_1000638971650.png,40.546356,559.0713,167.50499,323.71744
147742475352320161025_155807.png,111.803314,502.52716,103.48901,375.72357
JPEG_20160629_140707_100052518419.png,123.03514,595.7897,183.40265,318.0243
JPEG_20161126_131927_1000783722239.png,115.615555,575.2206,69.69743,387.76956
JPEG_20161123_174709_1000904553740.png,119.476746,513.6802,104.6109,374.52795
1473665164268DeeplearnS162.png,125.29808,492.0475,139.39362,361.02286
1480970021421IMG_3371.png,61.991394,564.58636,11.012039,458.8523
JPEG_20160630_162121_1000113726302.png,23.467865,617.0506,6.0800476,447.09375
JPEG_20160823_124009_1000107977852.png,166.05305,502.0009,66.43086,431.63043
JPEG_20161107_175929_100016240637.png,80.894684,442.87454,104.91849,425.2879
147444924759811472723022439-Mast--Harbour-Men-Navy-Perforated-Slip-On-Sneakers-2071472723022195-3.png,226.71976,411.94714,23.110535,429.19727
JPEG_20161007_133713_1000780360854.png,86.84384,427.1349,100.3118,374.77826
1474713943866DSC07434.png,238.90576,394.72528,20.869568,421.9336
JPEG_20160712_105040_1000495387149.png,108.801315,484.72635,81.23016,418.19238
148053658556620161126_210202.png,116.035065,449.76193,96.99176,378.7188
1473315220502DeeplearnS11296.png,73.602356,547.1934,40.301422,446.7796
1480606512048_R2A6094.png,102.42264,444.17993,103.45192,404.2241
JPEG_20160706_120407_1000519402039.png,245.94363,418.2031,17.014755,446.54407
JPEG_20160712_125654_100019675942.png,64.08571,518.1778,32.443787,438.57635
JPEG_20161124_172355_1000233439050.png,134.74498,452.37897,109.662,394.74762
JPEG_20160711_162402_1000521645923.png,-1.9337158,618.7145,12.716888,419.28052
147772267782020161028_161701.png,63.263428,567.348,92.58945,368.4447
1475262284465620600123f.png,38.302643,632.9153,56.71608,458.0238
1480962782704_R2A2519.png,92.04782,582.4011,128.73431,335.0063
JPEG_20161117_155435_100028898766.png,85.14526,579.53064,117.54611,337.36398
JPEG_20161124_130426_1000582863497.png,51.960724,581.49646,126.191055,339.24243
JPEG_20160709_122708_1000718417410.png,80.20381,573.1056,138.91444,311.9978
JPEG_20161125_181045_1000768642474.png,7.3251343,610.2881,27.764496,384.11285
1473661257853DeeplearnS11310.png,89.17212,550.44635,130.06993,320.57614
1480972050003IMG_3517.png,80.819016,557.116,135.64407,312.78787
1473662929858DeeplearnS11364.png,42.10553,588.8944,122.88118,366.76184
1473316492657DeeplearnS11673.png,62.441254,593.7139,178.98071,327.72977
JPEG_20161118_131204_1000634754987.png,0.26034546,608.8606,13.722794,464.7705
JPEG_20161126_153703_100082523649.png,64.53473,602.036,28.535095,444.92865
1473315104861DeeplearnS11510.png,51.80426,591.4061,173.33842,322.43427
1471331390038DSC_0011.png,2.1357117,601.1034,22.260422,454.7912
JPEG_20161117_175113_1000603912460.png,19.105011,619.0863,5.258957,474.36218
JPEG_20160924_140918_1000343823679.png,82.61301,581.4315,25.383926,448.2168
1473486871687DeeplearnS11985.png,101.18089,526.32245,59.02803,447.35205
JPEG_20160527_162837_1000563207853.png,77.44284,621.6243,-4.388672,478.07538
JPEG_20161117_184659_1000888127299.png,18.030396,618.87305,8.815628,472.22754
JPEG_20160711_133950_1000364524807.png,25.563385,612.272,6.9510803,464.52728
JPEG_20161209_155943_1000815951487.png,67.90143,576.198,13.091385,475.0158
JPEG_20161208_142659_1000458379904.png,79.98845,580.14636,-1.2944489,479.4306
JPEG_20161126_132034_1000516965318.png,62.940613,581.0183,12.413254,455.4828
1473752463572IMG_1389.png,50.899597,577.9623,20.9068,439.57336
JPEG_20160820_160147_100029847556.png,12.657135,546.5883,10.5056,473.13055
JPEG_20160607_144215_1000853882327.png,33.8508,615.0484,128.2992,321.2497
1468557492774JPEG_20160630_171413_1000409404142.png,15.462219,592.3955,15.451782,441.93488
1469623831138JPEG_20160628_133721_1000446260212.png,84.196045,594.14166,48.644394,445.338
1475064369213DSC00259.png,50.362885,516.7211,106.335495,430.94836
JPEG_20160709_130533_100038562087.png,101.26355,554.0043,29.175537,366.79
1473661034096DeeplearnS11254.png,91.90323,532.81146,168.27084,358.3698
JPEG_20160810_122752_1000780321071.png,77.58736,552.74384,178.52545,340.42233
1470727651026DSC_0038.png,81.48993,499.0984,133.20334,377.62115
JPEG_20161209_175704_1000457371785.png,74.48981,492.86505,115.45746,376.04028
1475151920811DSC00658.png,273.1752,397.6025,47.504684,422.41608
1478948192981eMazingShawls3480.png,60.566956,577.1561,163.45135,279.34564
JPEG_20160820_114346_1000684374339.png,280.38416,395.89133,34.16095,423.24585
147742632974220161025_152326.png,276.51132,408.5942,32.569122,452.20703
JPEG_20161127_173353_1000666919982.png,259.66,379.72305,43.54547,435.8485
147742621673720161025_141706.png,233.50485,394.0656,33.078537,442.14282
JPEG_20160723_114743_1000956375709.png,200.01001,543.53656,152.43674,343.76318
JPEG_20160607_134255_1000301927151.png,208.66278,441.30383,66.27049,443.35992
JPEG_20161028_113716_1000590395025.png,179.56548,576.2368,117.34109,338.27588
1475152748130DSC00461.png,118.79764,581.2219,169.64378,304.7789
1473486318894DeeplearnS11806.png,87.62749,587.69135,157.04333,324.53488
1480955504868_R2A2253.png,127.14914,587.0676,141.85995,320.24878
JPEG_20160624_122928_1000735496397.png,80.63666,589.07104,160.81987,303.41846
JPEG_20161119_151217_1000432925829.png,200.0413,490.41888,61.870712,405.32397
JPEG_20161116_151501_1000179219582.png,240.58162,416.93503,17.100677,453.44708
JPEG_20160706_131519_1000336380135.png,131.82224,586.70874,80.52304,373.25476
JPEG_20161129_181929_1000794508415.png,88.66054,603.98584,21.61229,444.34595
JPEG_20161116_153158_1000557287175.png,89.7545,552.6893,20.302505,455.85266
JPEG_20160629_141253_1000210820625.png,138.15884,484.73785,121.79511,328.36874
147772395066820161028_165949.png,196.60275,519.7549,85.25456,398.7547
JPEG_20161118_150235_1000574334027.png,124.34485,578.2853,136.97064,302.68735
JPEG_20161028_103505_1000836072375.png,145.68045,510.3689,133.12997,350.11343
JPEG_20161209_140305_100094214067.png,141.45676,523.8136,141.57599,348.7363
JPEG_20161123_173636_10002802383.png,88.67079,585.6531,121.87698,320.07306
1480930868595_R2A1776.png,27.421844,622.2593,99.030014,363.70462
JPEG_20160810_115642_100072119640.png,65.09007,565.3839,117.08585,329.4964
JPEG_20161202_185551_1000778147409.png,106.626175,535.68677,69.74414,401.7244
JPEG_20161028_133037_1000691257881.png,65.01692,624.4449,-6.6464233,471.15048
1473748704101IMG_1268.png,116.71347,517.5214,21.411804,458.74957
147772308356820161028_160529.png,49.862213,522.0792,13.203033,457.51904
1472628601772w_peg_33_black_white_01.png,118.34595,533.1342,12.563248,455.25296
JPEG_20161117_130557_1000166274819.png,102.07405,477.68307,58.0625,425.5242
JPEG_20161123_194825_1000901260329.png,43.62805,599.5365,45.57376,396.38837
1475010374390DSC019921.png,79.168045,594.4096,107.55658,342.2427
1480580008949E-mazingshawls29-11-201618513.png,116.33917,586.23254,186.92484,307.82135
JPEG_20160627_151203_1000367765190.png,16.23648,608.296,153.77228,400.1784
JPEG_20160915_203653_1000824274314.png,75.94359,558.88086,125.5057,305.51468
1472040782847w_peg_33_black_white_06.png,52.72644,543.4187,128.14816,297.64496
1475151352113DSC00573.png,72.76256,592.9178,121.297195,364.35745
JPEG_20160810_131134_1000760705517.png,83.67671,577.43066,144.16779,358.07043
JPEG_20160702_111750_1000581903989.png,104.03706,514.616,157.86789,330.72778
1480508525902IMG_0384.png,79.035,562.9011,149.06253,346.89093
JPEG_20161128_134255_1000687634378.png,90.30963,583.28937,94.87895,362.94116
JPEG_20161028_135721_100077363356.png,84.16266,517.72644,112.78407,361.29532
JPEG_20160621_155045_1000683940543.png,48.072723,582.55664,123.930115,324.30255
JPEG_20161124_125709_1000716930460.png,21.36789,574.85736,137.0982,342.86017
JPEG_20160608_170018_1000618771682.png,72.46411,552.4231,150.74542,295.95367
1468668733474JPEG_20160712_112546_1000141703732.png,23.354462,618.1959,65.7816,368.05286
JPEG_20160702_133108_100065625259.png,50.609375,600.5159,160.51443,357.25647
1474713845843DSC07455.png,34.633514,565.06934,31.768066,379.64868
JPEG_20161125_153329_1000452337663.png,112.97919,481.17578,55.11287,418.29117
JPEG_20161124_161114_1000172820122.png,132.3213,487.92636,93.49608,425.9081
JPEG_20161202_174929_1000825852362.png,73.59015,525.87054,103.5715,396.55133
147324162019211.png,71.1449,559.34735,102.19621,343.05865
JPEG_20161125_141636_1000859452436.png,59.259766,550.94116,60.696075,373.28827
1473660775623DeeplearnS11732.png,32.962646,569.4144,151.76047,368.70917
JPEG_20160702_130553_1000219720986.png,51.01059,589.37354,147.52298,340.95914
JPEG_20161208_143624_1000597801918.png,58.44922,515.3932,82.12193,464.76593
JPEG_20161129_181339_100014603013.png,87.5907,547.33124,54.193726,430.40912
JPEG_20161028_150640_1000541199197.png,-14.367279,640.3821,25.035324,451.99
JPEG_20161121_171912_1000489929128.png,70.512344,557.83777,31.01741,483.22903
JPEG_20161129_171043_1000529239418.png,5.624634,632.91724,47.06404,477.83868
14716280809223a.png,37.826782,548.6808,41.626663,483.61237
1469615829240JPEG_20160625_132328_1000280288518.png,76.0038,564.009,54.275665,478.84528
JPEG_20161129_151605_1000971802260.png,18.229004,638.83606,70.45999,459.66626
JPEG_20161129_181505_1000787502555.png,243.82112,398.2177,93.64067,434.2374
1474701046525DSC06991.png,44.70575,639.56934,57.304657,474.31616
1480511984574IMG_0133.png,7.696869,625.67456,90.24837,445.7282
JPEG_20160709_152549_1000605889140.png,98.78128,544.402,95.77162,467.99167
JPEG_20160912_152646_1000942504367.png,98.78128,544.402,95.77162,467.99167
JPEG_20160513_131205_100038133981.png,99.41066,493.29926,123.55251,450.04477
JPEG_20160704_174140_1000749444389.png,206.13109,398.84476,112.89661,441.15216
1480066692228IMG_0142.png,58.614136,586.39923,61.56967,375.49744
JPEG_20161124_172119_1000765574958.png,25.468018,615.18286,77.55406,444.9485
1475058149078DSC02343.png,213.29007,415.89905,79.32202,446.58502
1468820910545JPEG_20160709_122345_1000170105580.png,80.55234,547.595,96.6257,456.8522
JPEG_20160526_170335_1000389997615.png,212.17258,409.78894,104.3643,442.568
147444583886111469619096595-Roadster-Men-Casual-Shoes-9011469619096471-3.png,141.47777,517.7107,28.721558,460.62195
JPEG_20161202_182433_1000999099770.png,196.88342,483.5472,19.349518,479.58093
JPEG_20160912_153811_1000546906036.png,216.40576,470.5677,27.682465,460.01898
JPEG_20161126_134746_1000291976088.png,188.41774,467.37946,27.898636,441.34497
JPEG_20161124_135819_1000458224691.png,207.41162,471.46146,12.907471,449.84442
JPEG_20161007_141633_1000846361560.png,187.40549,474.4747,19.828125,458.99042
1474638639934DSC06333.png,66.12985,522.0642,4.160919,439.6692
1468821394876JPEG_20160709_120128_1000237856703.png,55.75421,526.5003,5.5072937,475.3048
147772141377020161028_170245.png,174.02106,506.36206,20.88385,470.83496
1480511535721IMG_0351.png,98.99925,595.43964,5.7145996,484.72723
1475152683825DSC00619.png,153.32759,533.97546,9.042679,458.89087
JPEG_20161116_184245_1000758145438.png,57.32074,579.37683,40.099106,473.85522
1468495341824DSC_0191.png,84.38629,602.7644,111.616135,378.10565
JPEG_20161202_155717_1000611460838.png,151.5608,593.89844,109.69995,356.87955
JPEG_20160709_114906_1000449789183.png,258.8869,446.25565,26.928299,447.4741
1470746199802DSC_0248.png,132.81859,496.7889,4.1120605,463.65112
JPEG_20161123_195125_1000303103119.png,91.02057,531.4614,0.34855652,468.6635
1478946237804eMazingShawls4016.png,96.49179,549.3452,8.321701,478.1516
1480973372560IMG_2945.png,148.86946,483.36578,31.503357,445.16107
JPEG_20160623_125632_1000462971724.png,131.03519,457.05084,24.126144,439.2947
1473746392392IMG_0696.png,107.9259,602.63354,38.531143,431.4574
JPEG_20160623_134233_1000277296949.png,241.11322,393.5961,39.01042,443.04407
1474634039570DSC05959.png,69.32619,578.6897,36.669693,441.01715
JPEG_20161123_182357_1000628349401.png,77.293274,528.87714,37.884415,444.1765
1473749925429IMG_1143.png,48.40564,572.022,40.943436,471.69318
1473751113753IMG_0999.png,71.90837,541.5014,123.254074,366.74133
1474723089362DSC07797.png,91.94647,543.10565,99.598434,397.97656
147444922075211468997465920-Mast--Harbour-Women-Black-Slip-Ons-431468997465740-2.png,131.44144,476.9781,69.01659,403.07104
JPEG_20161124_185652_1000236386954.png,36.922455,525.49084,25.652756,435.29828
JPEG_20161125_145922_100061205912.png,202.59943,415.26154,99.726715,392.91034
147444008374011472215508902-Mast--Harbour-Men-Grey-Sneakers-941472215508728-5.png,107.92969,562.56165,161.5268,305.7098
1480961996619_R2A2464.png,73.80394,488.7816,170.84781,297.38623
1474637449677DSC06771.png,209.47678,441.50793,81.92557,410.91608
JPEG_20160823_122645_1000366593631.png,141.434,511.0122,159.72742,388.37454
JPEG_20161125_201236_1000585865555.png,138.57387,513.3855,163.52203,385.03186
JPEG_20160704_121756_1000948471571.png,101.03354,593.95557,160.76352,346.72766
JPEG_20160607_180215_1000472897091.png,147.03256,472.28583,137.72433,306.74387
JPEG_20160709_132849_1000199572882.png,193.34128,457.91766,125.34822,347.52307
147753793608320161026_123222.png,136.77573,521.00323,90.923615,396.20938
JPEG_20161128_171343_1000122922693.png,75.403015,474.6796,90.335495,358.26306
147771756807720161028_143102.png,38.466705,572.55035,83.58618,366.48062
JPEG_20161208_181500_1000333441093.png,128.45993,566.36273,105.58421,354.9007
1480339474190_R2A4189.png,114.28754,590.2852,145.45824,311.6761
JPEG_20160702_100415_1000221024623.png,210.93475,490.16867,87.954575,373.01605
JPEG_20160622_150032_100099743125.png,146.67561,443.01422,35.715225,395.98843
JPEG_20160607_162127_1000415637060.png,160.89348,551.81665,146.84042,335.64282
JPEG_20160627_111115_1000696847361.png,219.77386,443.6453,122.498474,383.71613
JPEG_20161114_164024_1000428544233.png,165.02231,493.9783,77.525696,398.2804
1472042912598w_molokini_ii_blk_glry_01.png,157.52591,577.17224,158.88663,356.64957
JPEG_20161028_121737_1000939434946.png,145.1179,526.9269,123.65184,356.9491
JPEG_20160711_162838_1000908297491.png,141.70787,544.7849,162.7706,356.58618
JPEG_20160607_161422_1000486560124.png,122.12846,558.5984,110.68323,362.75827
1480510424464IMG_0256.png,131.10738,567.4044,65.78941,400.567
1470737022740DSC_0156.png,107.20882,506.4639,81.16313,416.8247
147771778894820161028_170827.png,76.837006,559.449,80.311935,424.06964
1472043134658zoom3.png,212.75717,430.4233,9.778412,452.82556
JPEG_20160704_133328_1000808893811.png,198.94577,405.80487,20.078613,441.6662
JPEG_20160623_151346_1000304523745.png,206.2433,416.30554,25.950256,443.66376
1468495361301DSC_0216.png,203.17026,398.64093,28.03627,441.65393
1473317476719DeeplearnS134.png,239.05948,380.22882,32.822205,436.32135
JPEG_20160711_144423_1000246468178.png,171.98224,439.1418,17.541977,453.9101
JPEG_20161124_173440_1000317372383.png,49.980133,539.91626,129.48044,329.024
JPEG_20160709_153117_1000868265383.png,165.8186,416.6916,19.675873,449.84683
JPEG_20161123_132455_1000855570860.png,189.3109,454.91898,15.195374,443.61844
JPEG_20160927_162039_1000874278652.png,196.5535,438.35983,10.459152,437.84372
JPEG_20160524_155311_1000300337247.png,45.205383,531.3198,19.780762,448.6591
JPEG_20161202_162846_1000498696540.png,46.739258,597.25854,14.863083,400.13293
147771805192820161028_160442.png,81.42049,497.95935,9.831757,422.20898
1472043136789zoom5.png,9.113922,583.5708,10.640915,453.93536
147772151053620161028_160631.png,151.91985,482.1977,47.989822,423.87274
1480604195659_R2A5857.png,30.401947,545.6941,39.851517,415.67682
1475151539059DSC00651.png,46.861176,539.3161,18.971695,449.27985
147742428915220161025_144227.png,165.55624,467.8499,72.72865,393.27832
JPEG_20160820_125318_1000995100780.png,41.803314,531.29767,21.961487,464.7437
JPEG_20161117_183707_100082163065.png,130.70308,490.42422,26.146362,469.1158
147771784267920161028_170844.png,76.0412,508.2295,38.797745,375.9902
1480958666977_R2A2314.png,41.380768,534.0185,19.704575,425.06256
JPEG_20161124_174625_100027404219.png,122.23749,535.67053,0.5556793,478.91943
JPEG_20160821_103121_1000737828541.png,117.90752,449.52496,24.409576,446.3878
JPEG_20161125_193921_1000373774677.png,134.88412,469.64706,19.764679,440.3009
JPEG_20161202_173609_1000121920553.png,62.500885,497.93005,54.57025,409.56274
JPEG_20161128_125459_1000267616269.png,60.276917,533.0222,91.68709,367.94247
JPEG_20161203_154719_100032138169.png,53.854156,555.6476,70.38197,388.84894
JPEG_20160820_131053_1000873313665.png,194.89813,409.94852,80.1945,437.09222
JPEG_20160527_130121_1000102835524.png,227.3619,409.1318,68.13068,439.74243
JPEG_20160820_112958_1000195344236.png,267.46994,377.3878,47.683044,443.33115
1473748900723IMG_1224.png,278.4476,401.5314,31.833755,450.8605
1470740514974DSC_0189.png,276.6393,396.47516,56.051636,449.4715
JPEG_20160709_132039_1000959537113.png,248.87335,384.3078,33.88002,406.31302
JPEG_20160624_132336_1000583995497.png,202.19818,397.43195,21.181519,432.963
147753783468820161026_122416.png,187.38298,478.9618,65.243744,388.368
1474703400749DSC07121.png,187.66513,456.96564,87.04527,422.21722
JPEG_20161123_131851_1000481281182.png,213.89899,421.95798,65.98764,432.17126
JPEG_20160524_142414_1000599859455.png,234.57858,406.0863,96.241714,435.28094
JPEG_20160704_142057_1000133048956.png,208.31726,377.91983,78.034256,424.09708
JPEG_20161207_173952_1000442806262.png,222.00223,385.26862,58.752213,432.2265
JPEG_20161126_135301_1000930371152.png,165.61414,474.55664,98.90268,342.88876
1473665243458DeeplearnS11460.png,142.85483,463.5523,51.71292,411.0373
147772323606020161028_161027.png,216.53716,428.61902,81.77028,384.7152
1468653013902JPEG_20160712_101036_100022123052.png,146.33289,567.89453,15.547745,466.75824
1480955866328_R2A2266.png,165.85713,476.0679,88.14787,386.7687
1473660377222DeeplearnS11945.png,211.71072,559.19727,41.515015,451.32416
JPEG_20160709_114136_1000898176033.png,153.11302,475.32828,81.06746,424.1918
1470809393716DSC_0041.png,113.059616,590.9483,9.619827,461.06372
JPEG_20161126_143222_1000852164833.png,231.57162,399.10074,58.105255,394.50168
1470835134192IMG_20160810_172656.png,202.06198,531.2769,20.626831,458.07422
JPEG_20160803_114844_1000954825235.png,165.91817,461.93158,102.45087,417.41666
147742628561220161025_151842.png,206.98083,559.15955,47.36052,446.47687
1469620538383JPEG_20160625_121816_1000532029095.png,143.89726,456.42383,47.75302,432.02264
JPEG_20160607_162315_1000884699505.png,218.95349,425.8457,40.57802,425.65665
